,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6354,7,2007.0,3,0.13,0.1,0.0,0.03,0.27
6355,14,2005.0,9,0.2,0.06,0.0,0.01,0.27
6356,9,2001.0,1,0.19,0.07,0.0,0.0,0.27
6357,7,2000.0,3,0.06,0.05,0.14,0.02,0.27
6358,4,2010.0,9,0.13,0.12,0.0,0.02,0.27
6359,1,2008.0,1,0.23,0.04,0.0,0.0,0.27
6360,5,2008.0,6,0.25,0.0,0.0,0.02,0.27
6361,4,2008.0,4,0.1,0.0,0.16,0.01,0.27
6362,18,2014.0,9,0.13,0.12,0.0,0.02,0.27
6363,8,1995.0,1,0.0,0.0,0.27,0.0,0.27
6364,6,2008.0,9,0.22,0.03,0.0,0.03,0.27
6365,5,2013.0,9,0.12,0.11,0.02,0.02,0.27
6366,1,2010.0,1,0.25,0.0,0.0,0.02,0.27
6367,6,2011.0,3,0.25,0.0,0.0,0.02,0.27
6368,8,1994.0,8,0.0,0.0,0.27,0.0,0.27
6369,4,2009.0,4,0.14,0.0,0.12,0.01,0.27
6370,9,2001.0,4,0.0,0.0,0.26,0.01,0.27
6371,7,2001.0,3,0.13,0.1,0.0,0.03,0.27
6372,19,2003.0,1,0.21,0.05,0.0,0.01,0.27
6373,5,2015.0,10,0.16,0.08,0.0,0.02,0.27
6374,14,2002.0,3,0.2,0.06,0.0,0.01,0.27
6375,5,2009.0,7,0.15,0.09,0.0,0.03,0.27
6376,13,1999.0,3,0.15,0.1,0.0,0.02,0.27
6377,4,2010.0,8,0.25,0.0,0.0,0.02,0.27
6378,5,2009.0,4,0.25,0.0,0.0,0.02,0.27
6379,4,2010.0,12,0.0,0.0,0.27,0.0,0.27
6380,11,2016.0,3,0.01,0.21,0.01,0.04,0.27
6381,9,2005.0,6,0.19,0.07,0.0,0.0,0.27
6382,5,2011.0,6,0.25,0.0,0.0,0.02,0.27
6383,5,2007.0,9,0.23,0.02,0.0,0.02,0.27
6384,5,2008.0,9,0.22,0.03,0.0,0.02,0.27
6385,1,2009.0,6,0.24,0.01,0.0,0.02,0.27
6386,13,1999.0,4,0.15,0.1,0.0,0.02,0.27
6387,7,2002.0,7,0.13,0.1,0.0,0.03,0.27
6388,7,2010.0,9,0.08,0.11,0.0,0.08,0.27
6389,13,1998.0,1,0.0,0.0,0.25,0.02,0.27
6390,10,2016.0,11,0.0,0.0,0.27,0.0,0.27
6391,19,2006.0,8,0.21,0.05,0.0,0.01,0.27
6392,4,2008.0,5,0.24,0.0,0.0,0.02,0.27
6393,10,2013.0,9,0.16,0.09,0.0,0.02,0.27
6394,5,2007.0,1,0.18,0.08,0.0,0.0,0.27
6395,7,2003.0,3,0.0,0.0,0.27,0.0,0.27
6396,4,2007.0,1,0.24,0.0,0.0,0.02,0.27
6397,7,2003.0,8,0.13,0.1,0.0,0.03,0.27
6398,4,2009.0,6,0.25,0.0,0.0,0.02,0.27
6399,13,1995.0,7,0.15,0.1,0.0,0.02,0.27
6400,5,2010.0,9,0.18,0.06,0.0,0.02,0.27
6401,6,2006.4064433147546,6,0.25,0.0,0.0,0.02,0.27
6402,1,2009.0,5,0.25,0.0,0.0,0.02,0.27
6403,13,2000.0,1,0.15,0.1,0.0,0.02,0.27
6404,14,2002.0,1,0.2,0.06,0.0,0.01,0.27
6405,4,2011.0,6,0.25,0.0,0.0,0.02,0.27
6406,11,2015.0,7,0.09,0.14,0.0,0.04,0.27
6407,10,2014.0,9,0.15,0.09,0.0,0.02,0.27
6408,4,2010.0,11,0.19,0.05,0.0,0.02,0.27
6409,17,2006.0,1,0.24,0.0,0.0,0.02,0.27
6410,13,1996.0,10,0.06,0.04,0.14,0.02,0.27
6411,6,2014.0,11,0.11,0.11,0.0,0.05,0.27
6412,13,1998.0,4,0.15,0.1,0.0,0.02,0.27
6413,8,1995.0,5,0.0,0.0,0.27,0.0,0.27
6414,5,2009.0,1,0.25,0.0,0.0,0.02,0.27
6415,7,2005.0,10,0.13,0.1,0.0,0.03,0.27
6416,7,2004.0,12,0.13,0.1,0.0,0.03,0.27
6417,23,2012.0,9,0.13,0.06,0.04,0.04,0.27
6418,4,2007.0,5,0.25,0.0,0.0,0.02,0.27
6419,5,2006.0,9,0.23,0.02,0.0,0.02,0.27
6420,7,2007.0,11,0.13,0.1,0.0,0.03,0.27
6421,4,2009.0,6,0.25,0.0,0.0,0.02,0.27
6422,23,2011.0,9,0.06,0.07,0.11,0.03,0.27
6423,1,2009.0,1,0.25,0.0,0.0,0.02,0.27
6424,6,2010.0,1,0.0,0.0,0.27,0.0,0.27
6425,9,2003.0,9,0.19,0.07,0.0,0.0,0.27
6426,18,2015.0,9,0.15,0.09,0.0,0.02,0.27
6427,6,2011.0,9,0.04,0.05,0.16,0.02,0.27
6428,1,2008.0,1,0.24,0.0,0.0,0.02,0.27
6429,1,2009.0,8,0.25,0.0,0.0,0.02,0.27
6430,4,2007.0,8,0.24,0.0,0.0,0.02,0.27
6431,1,2009.0,6,0.16,0.08,0.0,0.02,0.27
6432,7,2006.0,9,0.13,0.1,0.0,0.03,0.27
6433,1,2009.0,1,0.14,0.1,0.0,0.03,0.27
6434,6,2012.0,4,0.06,0.04,0.14,0.02,0.27
6435,5,2012.0,9,0.18,0.06,0.0,0.02,0.27
6436,17,2010.0,10,0.11,0.04,0.09,0.03,0.27
6437,9,2004.0,6,0.19,0.07,0.0,0.0,0.27
6438,14,2003.0,1,0.2,0.06,0.0,0.01,0.27
6439,13,1997.0,1,0.0,0.0,0.25,0.02,0.27
6440,6,2006.0,1,0.24,0.0,0.01,0.02,0.26
6441,7,2002.0,6,0.11,0.09,0.03,0.03,0.26
6442,1,2010.0,7,0.25,0.0,0.0,0.02,0.26
6443,5,2007.0,1,0.24,0.0,0.0,0.02,0.26
6444,9,2002.0,4,0.19,0.07,0.0,0.0,0.26
6445,5,2014.0,3,0.06,0.18,0.0,0.02,0.26
6446,1,2011.0,6,0.23,0.01,0.0,0.02,0.26
6447,5,2007.0,12,0.21,0.02,0.0,0.02,0.26
6448,4,2005.0,2,0.21,0.04,0.0,0.02,0.26
6449,6,2013.0,9,0.0,0.0,0.26,0.0,0.26
6450,22,1998.0,7,0.0,0.0,0.26,0.0,0.26
6451,1,2010.0,9,0.22,0.03,0.0,0.02,0.26
6452,6,2010.0,8,0.0,0.0,0.26,0.0,0.26
6453,1,2009.0,8,0.22,0.02,0.0,0.02,0.26
6454,7,2001.0,9,0.13,0.1,0.0,0.03,0.26
6455,14,2002.0,7,0.16,0.05,0.04,0.01,0.26
6456,13,1999.0,1,0.0,0.0,0.25,0.02,0.26
6457,6,2010.0,4,0.24,0.0,0.0,0.02,0.26
6458,13,1996.0,4,0.08,0.06,0.11,0.02,0.26
6459,23,2014.0,6,0.13,0.07,0.0,0.06,0.26
6460,10,2013.0,9,0.0,0.0,0.26,0.0,0.26
6461,4,2009.0,4,0.08,0.03,0.14,0.01,0.26
6462,13,1996.0,1,0.15,0.1,0.0,0.02,0.26
6463,7,2007.0,8,0.13,0.1,0.0,0.03,0.26
6464,7,2008.0,7,0.13,0.1,0.0,0.03,0.26
6465,1,2015.0,9,0.05,0.19,0.0,0.02,0.26
6466,15,2008.0,12,0.04,0.18,0.0,0.04,0.26
6467,13,1997.0,2,0.15,0.1,0.0,0.02,0.26
6468,4,2009.0,8,0.0,0.0,0.26,0.0,0.26
6469,4,2007.0,4,0.0,0.0,0.26,0.0,0.26
6470,7,2006.0,1,0.13,0.1,0.0,0.03,0.26
6471,23,2014.0,10,0.0,0.07,0.17,0.02,0.26
6472,9,2002.0,9,0.19,0.07,0.0,0.0,0.26
6473,21,1994.0,3,0.0,0.0,0.26,0.0,0.26
6474,17,2005.0,3,0.16,0.06,0.0,0.04,0.26
6475,6,2010.0,9,0.05,0.16,0.0,0.05,0.26
6476,7,2008.0,11,0.09,0.02,0.0,0.16,0.26
6477,4,2007.0,6,0.0,0.0,0.26,0.0,0.26
6478,1,2009.0,8,0.24,0.0,0.0,0.02,0.26
6479,4,2008.0,11,0.24,0.0,0.0,0.02,0.26
6480,10,2013.0,1,0.0,0.0,0.26,0.0,0.26
6481,7,2004.0,3,0.13,0.1,0.0,0.03,0.26
6482,4,2010.0,6,0.22,0.03,0.0,0.02,0.26
6483,7,2007.0,4,0.1,0.08,0.05,0.03,0.26
6484,1,2010.0,8,0.24,0.0,0.0,0.02,0.26
6485,6,2013.0,1,0.0,0.0,0.26,0.0,0.26
6486,9,2002.0,9,0.19,0.07,0.0,0.0,0.26
6487,7,2006.0,9,0.0,0.0,0.26,0.0,0.26
6488,17,2006.0,10,0.26,0.0,0.0,0.0,0.26
6489,1,2011.0,4,0.0,0.01,0.25,0.0,0.26
6490,9,2002.0,2,0.19,0.07,0.0,0.0,0.26
6491,9,2006.0,4,0.0,0.0,0.26,0.01,0.26
6492,9,2005.0,3,0.19,0.07,0.0,0.0,0.26
6493,23,2012.0,6,0.11,0.1,0.01,0.05,0.26
6494,13,2000.0,8,0.15,0.1,0.0,0.02,0.26
6495,1,2009.0,4,0.13,0.06,0.05,0.02,0.26
6496,6,2006.4064433147546,1,0.0,0.2,0.0,0.06,0.26
6497,4,2008.0,8,0.24,0.0,0.0,0.02,0.26
6498,19,2002.0,7,0.2,0.05,0.0,0.01,0.26
6499,7,2002.0,10,0.13,0.1,0.0,0.03,0.26
6500,4,2011.0,11,0.0,0.0,0.26,0.0,0.26
6501,1,2010.0,6,0.25,0.0,0.0,0.02,0.26
6502,4,2007.0,6,0.24,0.0,0.0,0.02,0.26
6503,1,2010.0,1,0.14,0.09,0.0,0.02,0.26
6504,4,2009.0,5,0.0,0.24,0.0,0.02,0.26
6505,15,2006.0,4,0.01,0.2,0.0,0.05,0.26
6506,6,2011.0,1,0.0,0.0,0.26,0.0,0.26
6507,4,2004.0,1,0.24,0.0,0.0,0.02,0.26
6508,10,2014.0,9,0.14,0.1,0.0,0.02,0.26
6509,9,2006.0,6,0.14,0.05,0.07,0.01,0.26
6510,9,2003.0,1,0.0,0.0,0.25,0.01,0.26
6511,9,2004.0,11,0.0,0.0,0.25,0.01,0.26
6512,5,2010.0,12,0.24,0.0,0.0,0.02,0.26
6513,7,2002.0,3,0.13,0.1,0.0,0.03,0.26
6514,6,2009.0,6,0.17,0.05,0.0,0.03,0.26
6515,4,2009.0,9,0.17,0.07,0.0,0.02,0.26
6516,10,2013.0,4,0.1,0.01,0.14,0.01,0.26
6517,13,1999.0,6,0.04,0.03,0.18,0.02,0.26
6518,17,2009.0,6,0.0,0.0,0.26,0.0,0.26
6519,6,2007.0,3,0.18,0.04,0.01,0.03,0.26
6520,17,2008.0,10,0.0,0.0,0.26,0.0,0.26
6521,17,2009.0,9,0.0,0.0,0.26,0.0,0.26
6522,12,1996.0,9,0.21,0.05,0.0,0.0,0.26
6523,12,2000.0,8,0.21,0.05,0.0,0.0,0.26
6524,12,1999.0,7,0.21,0.05,0.0,0.0,0.26
6525,12,1999.0,7,0.21,0.05,0.0,0.0,0.26
6526,7,2007.0,1,0.13,0.1,0.0,0.03,0.26
6527,7,2004.0,8,0.06,0.05,0.14,0.02,0.26
6528,7,2002.0,1,0.13,0.1,0.0,0.03,0.26
6529,9,2002.0,11,0.19,0.07,0.0,0.0,0.26
6530,23,2013.0,4,0.13,0.0,0.1,0.03,0.26
6531,6,2014.0,9,0.0,0.0,0.26,0.0,0.26
6532,17,2009.0,9,0.11,0.1,0.0,0.06,0.26
6533,5,2010.0,1,0.17,0.07,0.0,0.02,0.26
6534,14,2003.0,1,0.19,0.06,0.0,0.01,0.26
6535,19,2001.0,11,0.2,0.05,0.0,0.01,0.26
6536,5,2014.0,9,0.1,0.14,0.0,0.02,0.26
6537,16,1981.0,1,0.24,0.01,0.0,0.0,0.26
6538,7,2009.0,1,0.12,0.01,0.0,0.13,0.26
6539,4,2007.0,12,0.0,0.0,0.26,0.0,0.26
6540,6,2007.0,9,0.2,0.03,0.0,0.03,0.26
6541,1,2009.0,9,0.14,0.09,0.0,0.03,0.26
6542,14,2003.0,4,0.19,0.06,0.0,0.01,0.26
6543,6,2012.0,11,0.05,0.15,0.0,0.06,0.26
6544,5,2012.0,4,0.15,0.08,0.0,0.02,0.26
6545,4,2011.0,6,0.15,0.08,0.0,0.02,0.26
6546,13,2000.0,3,0.14,0.1,0.0,0.02,0.26
6547,7,2001.0,4,0.13,0.1,0.0,0.03,0.26
6548,19,2003.0,3,0.2,0.05,0.0,0.01,0.26
6549,1,2008.0,6,0.01,0.0,0.25,0.0,0.26
6550,17,2009.0,1,0.24,0.0,0.0,0.02,0.26
6551,4,2004.0,5,0.13,0.01,0.11,0.01,0.26
6552,6,2014.0,9,0.0,0.0,0.26,0.0,0.26
6553,5,2014.0,3,0.08,0.15,0.0,0.02,0.26
6554,9,2004.0,9,0.1,0.04,0.11,0.01,0.26
6555,1,2007.0,9,0.24,0.0,0.0,0.02,0.26
6556,5,2005.0,9,0.2,0.03,0.0,0.02,0.26
6557,4,2008.0,11,0.24,0.0,0.0,0.02,0.26
6558,7,2005.0,8,0.0,0.0,0.26,0.0,0.26
6559,9,2003.0,9,0.18,0.07,0.0,0.0,0.26
6560,24,1997.0,10,0.0,0.0,0.26,0.0,0.26
6561,5,2013.0,7,0.16,0.07,0.0,0.02,0.26
6562,9,2004.0,6,0.18,0.07,0.0,0.0,0.26
6563,14,2005.0,11,0.19,0.06,0.0,0.01,0.26
6564,17,2007.0,3,0.03,0.15,0.0,0.08,0.26
6565,7,2004.0,10,0.13,0.1,0.0,0.03,0.26
6566,13,1998.0,10,0.14,0.1,0.0,0.02,0.26
6567,5,2008.0,7,0.08,0.15,0.0,0.03,0.26
6568,24,1996.0,1,0.0,0.0,0.26,0.0,0.26
6569,1,2009.0,1,0.17,0.06,0.0,0.02,0.26
6570,6,2013.0,9,0.1,0.11,0.0,0.05,0.26
6571,7,2002.0,11,0.13,0.1,0.0,0.03,0.26
6572,5,2006.0,1,0.15,0.03,0.06,0.02,0.26
6573,1,2008.0,8,0.23,0.0,0.0,0.02,0.26
6574,14,2005.0,6,0.19,0.06,0.0,0.01,0.26
6575,13,1998.0,3,0.0,0.0,0.24,0.02,0.26
6576,6,2012.0,9,0.0,0.0,0.26,0.0,0.26
6577,6,2011.0,9,0.12,0.08,0.02,0.04,0.26
6578,19,2004.0,2,0.2,0.05,0.0,0.01,0.26
6579,4,2006.0,11,0.23,0.01,0.0,0.02,0.26
6580,9,2002.0,2,0.18,0.07,0.0,0.0,0.26
6581,13,1999.0,8,0.07,0.05,0.13,0.02,0.26
6582,8,1999.0,12,0.0,0.0,0.26,0.0,0.26
6583,16,1987.0,7,0.24,0.01,0.0,0.0,0.26
6584,6,2008.0,3,0.22,0.01,0.0,0.02,0.26
6585,24,1997.0,4,0.0,0.0,0.26,0.0,0.26
6586,7,2007.0,8,0.0,0.0,0.26,0.0,0.26
6587,9,2002.0,3,0.18,0.07,0.0,0.0,0.26
6588,20,2016.0,9,0.03,0.11,0.1,0.01,0.26
6589,4,2009.0,11,0.24,0.0,0.0,0.02,0.26
6590,19,2002.0,1,0.2,0.05,0.0,0.01,0.26
6591,14,2002.0,1,0.19,0.06,0.0,0.01,0.26
6592,15,2010.0,8,0.0,0.21,0.0,0.05,0.26
6593,7,2004.0,3,0.13,0.1,0.0,0.03,0.26
6594,7,2009.0,11,0.0,0.21,0.0,0.04,0.26
6595,13,1999.0,1,0.14,0.1,0.0,0.02,0.26
6596,15,2011.0,9,0.1,0.13,0.0,0.03,0.26
6597,7,2003.0,1,0.13,0.1,0.0,0.03,0.26
6598,17,2005.0,3,0.0,0.25,0.0,0.0,0.26
6599,9,2002.0,12,0.0,0.0,0.25,0.01,0.26
6600,9,2002.0,2,0.16,0.06,0.04,0.0,0.26
6601,4,2005.0,6,0.21,0.0,0.02,0.02,0.26
6602,7,2001.0,3,0.13,0.1,0.0,0.03,0.26
6603,1,2011.0,6,0.23,0.01,0.0,0.02,0.26
6604,24,1996.0,4,0.0,0.0,0.26,0.0,0.26
6605,14,2004.0,4,0.19,0.06,0.0,0.01,0.26
6606,19,2004.0,1,0.2,0.05,0.0,0.01,0.26
6607,9,2001.0,10,0.18,0.07,0.0,0.0,0.25
6608,14,2003.0,8,0.19,0.05,0.0,0.01,0.25
6609,13,1998.0,1,0.0,0.0,0.24,0.02,0.25
6610,6,2007.0,9,0.16,0.06,0.0,0.03,0.25
6611,24,1998.0,12,0.0,0.0,0.25,0.0,0.25
6612,4,2008.0,8,0.23,0.01,0.0,0.02,0.25
6613,7,2006.0,9,0.12,0.1,0.0,0.03,0.25
6614,4,2010.0,4,0.22,0.01,0.0,0.02,0.25
6615,17,2007.0,6,0.24,0.0,0.0,0.02,0.25
6616,13,1999.0,4,0.14,0.1,0.0,0.02,0.25
6617,6,2012.0,11,0.04,0.15,0.0,0.06,0.25
6618,11,2015.0,2,0.09,0.12,0.0,0.04,0.25
6619,7,2009.0,9,0.17,0.01,0.0,0.08,0.25
6620,19,2002.0,11,0.15,0.04,0.06,0.01,0.25
6621,5,2008.0,3,0.23,0.0,0.0,0.02,0.25
6622,7,2000.0,1,0.12,0.1,0.0,0.03,0.25
6623,8,1991.0,12,0.0,0.0,0.25,0.0,0.25
6624,6,2009.0,7,0.12,0.1,0.0,0.04,0.25
6625,1,2008.0,9,0.14,0.04,0.06,0.02,0.25
6626,10,2011.0,8,0.11,0.09,0.03,0.02,0.25
6627,9,2006.0,2,0.18,0.07,0.0,0.0,0.25
6628,4,2006.0,9,0.23,0.0,0.0,0.02,0.25
6629,14,2005.0,6,0.19,0.05,0.0,0.01,0.25
6630,6,2014.0,6,0.09,0.04,0.1,0.03,0.25
6631,24,1994.0,7,0.0,0.0,0.25,0.0,0.25
6632,3,2000.0,1,0.0,0.0,0.25,0.0,0.25
6633,6,2012.0,4,0.1,0.11,0.0,0.04,0.25
6634,19,2006.0,9,0.2,0.05,0.0,0.01,0.25
6635,7,2003.0,6,0.12,0.1,0.0,0.03,0.25
6636,14,2002.0,1,0.19,0.05,0.0,0.01,0.25
6637,4,2009.0,6,0.21,0.02,0.0,0.03,0.25
6638,13,1998.0,10,0.14,0.1,0.0,0.02,0.25
6639,9,2002.0,2,0.18,0.07,0.0,0.0,0.25
6640,17,2010.0,6,0.0,0.0,0.25,0.0,0.25
6641,13,1994.0,12,0.0,0.0,0.24,0.02,0.25
6642,14,2001.0,6,0.19,0.05,0.0,0.01,0.25
6643,13,1999.0,6,0.14,0.1,0.0,0.02,0.25
6644,1,2007.0,1,0.22,0.01,0.0,0.02,0.25
6645,14,2003.0,1,0.2,0.04,0.0,0.01,0.25
6646,13,2000.0,7,0.14,0.1,0.0,0.02,0.25
6647,7,2006.4064433147546,1,0.12,0.1,0.0,0.03,0.25
6648,9,2004.0,6,0.18,0.07,0.0,0.0,0.25
6649,5,2006.0,3,0.22,0.02,0.0,0.02,0.25
6650,5,2012.0,9,0.14,0.09,0.0,0.02,0.25
6651,5,2011.0,9,0.16,0.07,0.0,0.02,0.25
6652,6,2009.0,9,0.15,0.07,0.0,0.03,0.25
6653,6,2012.0,8,0.1,0.09,0.02,0.04,0.25
6654,5,2008.0,9,0.12,0.1,0.0,0.03,0.25
6655,13,1996.0,3,0.14,0.1,0.0,0.02,0.25
6656,4,2007.0,8,0.09,0.14,0.0,0.02,0.25
6657,13,2001.0,9,0.14,0.1,0.0,0.02,0.25
6658,5,2007.0,9,0.22,0.01,0.0,0.02,0.25
6659,7,2008.0,9,0.0,0.0,0.25,0.0,0.25
6660,6,2011.0,6,0.1,0.1,0.0,0.04,0.25
6661,10,2013.0,1,0.0,0.23,0.0,0.03,0.25
6662,14,2004.0,7,0.19,0.05,0.0,0.01,0.25
6663,9,2001.0,5,0.1,0.04,0.1,0.01,0.25
6664,19,2005.0,7,0.19,0.05,0.0,0.01,0.25
6665,1,2008.0,9,0.22,0.01,0.0,0.02,0.25
6666,19,2003.0,2,0.19,0.05,0.0,0.01,0.25
6667,9,2001.0,6,0.18,0.07,0.0,0.0,0.25
6668,5,2009.0,9,0.25,0.0,0.0,0.0,0.25
6669,26,2001.0,4,0.0,0.0,0.25,0.0,0.25
6670,7,2002.0,3,0.12,0.1,0.0,0.03,0.25
6671,5,2011.0,9,0.18,0.05,0.0,0.02,0.25
6672,17,2008.0,1,0.06,0.13,0.0,0.06,0.25
6673,13,1997.0,4,0.0,0.0,0.23,0.02,0.25
6674,5,2006.0,9,0.21,0.02,0.0,0.02,0.25
6675,9,2004.0,6,0.18,0.07,0.0,0.0,0.25
6676,14,2005.0,1,0.19,0.05,0.0,0.01,0.25
6677,14,2004.0,6,0.19,0.05,0.0,0.01,0.25
6678,13,2000.0,10,0.14,0.09,0.0,0.02,0.25
6679,14,2003.0,7,0.16,0.08,0.0,0.01,0.25
6680,5,2007.0,3,0.23,0.0,0.0,0.02,0.25
6681,27,1994.0,10,0.0,0.0,0.25,0.0,0.25
6682,1,2007.0,10,0.21,0.02,0.0,0.02,0.25
6683,5,2008.0,1,0.14,0.08,0.0,0.02,0.25
6684,12,1999.0,4,0.16,0.04,0.05,0.0,0.25
6685,12,1999.0,1,0.23,0.02,0.0,0.0,0.25
6686,12,1998.0,1,0.2,0.05,0.0,0.0,0.25
6687,12,1997.0,6,0.2,0.05,0.0,0.0,0.25
6688,12,1997.0,3,0.2,0.05,0.0,0.0,0.25
6689,12,1997.0,3,0.11,0.13,0.0,0.01,0.25
6690,12,1998.0,9,0.2,0.05,0.0,0.0,0.25
6691,12,1997.0,1,0.23,0.02,0.0,0.0,0.25
6692,12,1999.0,1,0.2,0.05,0.0,0.0,0.25
6693,11,2015.0,10,0.07,0.14,0.0,0.04,0.25
6694,1,2010.0,6,0.0,0.21,0.0,0.04,0.25
6695,7,2008.0,9,0.12,0.1,0.0,0.03,0.25
6696,19,2003.0,10,0.19,0.05,0.0,0.01,0.25
6697,7,2005.0,2,0.12,0.1,0.0,0.03,0.25
6698,13,1996.0,3,0.0,0.0,0.23,0.02,0.25
6699,14,2005.0,8,0.19,0.05,0.0,0.01,0.25
6700,13,1998.0,6,0.14,0.09,0.0,0.02,0.25
6701,18,2015.0,4,0.15,0.07,0.0,0.02,0.25
6702,7,2003.0,1,0.12,0.1,0.0,0.03,0.25
6703,4,2006.0,4,0.0,0.01,0.24,0.0,0.25
6704,24,1998.0,1,0.0,0.0,0.25,0.0,0.25
6705,15,2011.0,11,0.08,0.13,0.0,0.04,0.25
6706,24,1998.0,11,0.0,0.0,0.25,0.0,0.25
6707,15,2012.0,9,0.03,0.17,0.0,0.04,0.25
6708,5,2008.0,11,0.18,0.05,0.0,0.02,0.25
6709,17,2009.0,4,0.17,0.04,0.0,0.04,0.25
6710,10,2015.0,4,0.11,0.02,0.1,0.01,0.25
6711,17,2009.0,4,0.1,0.01,0.12,0.02,0.25
6712,7,2005.0,9,0.03,0.03,0.18,0.01,0.25
6713,1,2008.0,6,0.2,0.03,0.0,0.02,0.25
6714,13,1995.0,1,0.14,0.09,0.0,0.02,0.25
6715,5,2006.0,7,0.2,0.03,0.0,0.02,0.25
6716,9,2002.0,4,0.18,0.07,0.0,0.0,0.25
6717,9,2002.0,1,0.0,0.0,0.24,0.01,0.25
6718,6,2011.0,9,0.14,0.08,0.0,0.03,0.25
6719,13,1998.0,9,0.14,0.09,0.0,0.02,0.25
6720,1,2009.0,9,0.19,0.04,0.0,0.02,0.25
6721,7,2002.0,1,0.0,0.0,0.25,0.0,0.25
6722,5,2012.0,9,0.16,0.05,0.03,0.02,0.25
6723,6,2010.0,2,0.12,0.09,0.0,0.04,0.25
6724,6,2015.0,9,0.0,0.0,0.25,0.0,0.25
6725,1,2010.0,9,0.11,0.11,0.0,0.02,0.25
6726,7,2008.0,9,0.12,0.09,0.0,0.03,0.25
6727,4,2009.0,8,0.16,0.06,0.0,0.02,0.25
6728,16,1982.0,9,0.23,0.01,0.0,0.0,0.25
6729,14,2005.0,7,0.19,0.05,0.0,0.01,0.25
6730,13,1999.0,4,0.14,0.09,0.0,0.02,0.25
6731,6,2010.0,6,0.07,0.13,0.0,0.05,0.25
6732,5,2007.0,8,0.19,0.01,0.03,0.02,0.25
6733,13,2000.0,3,0.14,0.09,0.0,0.02,0.25
6734,4,2009.0,8,0.23,0.0,0.0,0.02,0.25
6735,1,2010.0,2,0.22,0.01,0.0,0.02,0.25
6736,7,2006.0,11,0.12,0.09,0.0,0.03,0.25
6737,1,2007.0,1,0.2,0.01,0.03,0.02,0.25
6738,7,2001.0,3,0.12,0.09,0.0,0.03,0.25
6739,19,2005.0,2,0.19,0.05,0.0,0.01,0.25
6740,7,2007.0,3,0.12,0.09,0.0,0.03,0.25
6741,5,2009.0,3,0.14,0.09,0.0,0.02,0.25
6742,6,2007.0,9,0.18,0.04,0.0,0.03,0.25
6743,15,2015.0,12,0.02,0.22,0.0,0.01,0.25
6744,13,1999.0,12,0.14,0.09,0.0,0.02,0.25
6745,4,2008.0,5,0.06,0.16,0.0,0.03,0.25
6746,1,2009.0,4,0.0,0.0,0.25,0.0,0.25
6747,6,2009.0,3,0.08,0.12,0.0,0.05,0.25
6748,6,2010.0,6,0.18,0.04,0.0,0.03,0.25
6749,5,2013.0,9,0.06,0.16,0.0,0.03,0.25
6750,13,1996.0,7,0.14,0.09,0.0,0.02,0.25
6751,13,1996.0,2,0.05,0.03,0.15,0.02,0.25
6752,19,2002.0,6,0.19,0.05,0.0,0.01,0.25
6753,6,2008.0,3,0.12,0.11,0.0,0.02,0.25
6754,7,2004.0,4,0.12,0.09,0.0,0.03,0.25
6755,13,1997.0,3,0.0,0.0,0.23,0.02,0.25
6756,4,2009.0,11,0.22,0.01,0.0,0.02,0.25
6757,9,2002.0,9,0.18,0.07,0.0,0.0,0.25
6758,6,2007.0,1,0.23,0.0,0.0,0.02,0.25
6759,19,2005.0,4,0.19,0.05,0.0,0.01,0.25
6760,9,2005.0,6,0.18,0.07,0.0,0.0,0.25
6761,17,2007.0,3,0.03,0.14,0.0,0.08,0.25
6762,6,2008.0,7,0.21,0.01,0.0,0.02,0.25
6763,19,2002.0,1,0.19,0.05,0.0,0.01,0.25
6764,10,2014.0,11,0.04,0.19,0.0,0.02,0.25
6765,5,2011.0,9,0.07,0.14,0.0,0.03,0.25
6766,9,2004.0,3,0.11,0.04,0.1,0.01,0.25
6767,9,2004.0,7,0.08,0.03,0.12,0.01,0.25
6768,7,2008.0,11,0.12,0.09,0.0,0.03,0.25
6769,4,2013.0,8,0.13,0.1,0.0,0.02,0.25
6770,7,2005.0,11,0.12,0.09,0.0,0.03,0.24
6771,4,2008.0,4,0.0,0.0,0.24,0.0,0.24
6772,7,2006.0,4,0.12,0.09,0.0,0.03,0.24
6773,5,2011.0,9,0.16,0.07,0.0,0.02,0.24
6774,9,2005.0,8,0.18,0.06,0.0,0.0,0.24
6775,13,2001.0,1,0.0,0.0,0.23,0.02,0.24
6776,4,2010.0,7,0.22,0.01,0.0,0.02,0.24
6777,7,2006.4064433147546,6,0.12,0.09,0.0,0.03,0.24
6778,18,2014.0,3,0.12,0.1,0.0,0.02,0.24
6779,23,2015.0,9,0.03,0.16,0.0,0.05,0.24
6780,4,2008.0,4,0.11,0.0,0.12,0.01,0.24
6781,4,2006.0,11,0.23,0.0,0.0,0.02,0.24
6782,6,2010.0,3,0.21,0.02,0.0,0.02,0.24
6783,4,2011.0,9,0.0,0.0,0.24,0.0,0.24
6784,13,1995.0,12,0.14,0.09,0.0,0.02,0.24
6785,1,2009.0,11,0.12,0.1,0.0,0.02,0.24
6786,13,1996.0,1,0.04,0.03,0.16,0.02,0.24
6787,13,1997.0,9,0.14,0.09,0.0,0.02,0.24
6788,17,2005.0,1,0.23,0.0,0.0,0.02,0.24
